,Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value,Origin Firm,Origin Firm Profit,Origin output,#trading partners,destination Firm,destination Firm Profit,destination output,distance between origin and destination,colonised(1/0),common_lang(1/0),hsbc presence in destination,gdp of source,Percet Import,Y
373,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",A,Annual,A,Annual,USD,US$,2017,,,,165411.2212,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans - Hong Kong, China- Ltd.",284117.6471,1894117.647,30,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans - Bangladesh- Ltd.",24811.68318,165411.2212,2438,1,0,1,2.50E+11,100,1
374,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",A,Annual,A,Annual,USD,US$,2017,,,,11411.02877,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric - Hong Kong, China- Ltd.",4347.241268,28981.60845,6,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric - Bangladesh- Ltd.",1711.654316,11411.02877,2438,1,0,1,2.50E+11,100,1
375,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,52,Cotton,A,Annual,A,Annual,USD,US$,2017,,,,573500.401,"Cotton - Hong Kong, China- Ltd.",1625327.575,10835517.17,22,Cotton - Bangladesh- Ltd.,86025.06015,573500.401,2438,1,0,1,2.50E+11,100,1
376,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,A,Annual,A,Annual,USD,US$,2017,,,,135.7585089,"Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn - Hong Kong, China- Ltd.",38006573.68,253377157.9,36,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn - Bangladesh- Ltd.,20.36377634,135.7585089,2438,1,0,1,2.50E+11,100,1
377,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,54,Manmade filaments,A,Annual,A,Annual,USD,US$,2017,,,,7908.253938,"Manmade filaments - Hong Kong, China- Ltd.",282218.5472,1881456.982,17,Manmade filaments - Bangladesh- Ltd.,1186.238091,7908.253938,2438,1,0,1,2.50E+11,100,1
378,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,55,Manmade staple fibres,A,Annual,A,Annual,USD,US$,2017,,,,2858.114394,"Manmade staple fibres - Hong Kong, China- Ltd.",860332.6565,5735551.043,14,Manmade staple fibres - Bangladesh- Ltd.,428.7171591,2858.114394,2438,1,0,1,2.50E+11,100,1
379,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",A,Annual,A,Annual,USD,US$,2017,,,,69573.41289,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof - Hong Kong, China- Ltd.",2817404.402,18782696.01,29,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof - Bangladesh- Ltd.",10436.01193,69573.41289,2438,1,0,1,2.50E+11,100,1
380,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,57,Carpets and other textile floor coverings,A,Annual,A,Annual,USD,US$,2017,,,,50950.2454,"Carpets and other textile floor coverings - Hong Kong, China- Ltd.",4442185.111,29614567.4,31,Carpets and other textile floor coverings - Bangladesh- Ltd.,7642.53681,50950.2454,2438,1,0,1,2.50E+11,100,1
381,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,A,Annual,A,Annual,USD,US$,2017,,,,23285.15061,"Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery - Hong Kong, China- Ltd.",461326.6523,3075511.015,24,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery - Bangladesh- Ltd.,3492.772592,23285.15061,2438,1,0,1,2.50E+11,100,1
382,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,60,Knitted or crocheted fabrics,A,Annual,A,Annual,USD,US$,2017,,,,35522.92048,"Knitted or crocheted fabrics - Hong Kong, China- Ltd.",180523.0091,1203486.727,18,Knitted or crocheted fabrics - Bangladesh- Ltd.,5328.438072,35522.92048,2438,1,0,1,2.50E+11,100,1
383,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,61,"Articles of apparel and clothing accessories, knitted or crocheted",A,Annual,A,Annual,USD,US$,2017,,,,57429700.57,"Articles of apparel and clothing accessories, knitted or crocheted - Hong Kong, China- Ltd.",2135173134,14234487558,44,"Articles of apparel and clothing accessories, knitted or crocheted - Bangladesh- Ltd.",8614455.086,57429700.57,2438,1,0,1,2.50E+11,100,1
384,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,62,"Articles of apparel and clothing accessories, not knitted or crocheted",A,Annual,A,Annual,USD,US$,2017,,,,59542754.95,"Articles of apparel and clothing accessories, not knitted or crocheted - Hong Kong, China- Ltd.",2006919272,13379461813,44,"Articles of apparel and clothing accessories, not knitted or crocheted - Bangladesh- Ltd.",8931413.243,59542754.95,2438,1,0,1,2.50E+11,100,1
385,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,A,Annual,A,Annual,USD,US$,2017,,,,1504935.04,"Other made up textile articles; sets; worn clothing and worn textile articles; rags - Hong Kong, China- Ltd.",135681696.9,904544646,42,Other made up textile articles; sets; worn clothing and worn textile articles; rags - Bangladesh- Ltd.,225740.256,1504935.04,2438,1,0,1,2.50E+11,100,1
386,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,64,"Footwear, gaiters and the like; parts of such articles",A,Annual,A,Annual,USD,US$,2017,,,,8549938.087,"Footwear, gaiters and the like; parts of such articles - Hong Kong, China- Ltd.",114549755.2,763665034.9,42,"Footwear, gaiters and the like; parts of such articles - Bangladesh- Ltd.",1282490.713,8549938.087,2438,1,0,1,2.50E+11,100,1
387,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,65,Headgear and parts thereof,A,Annual,A,Annual,USD,US$,2017,,,,384344.9139,"Headgear and parts thereof - Hong Kong, China- Ltd.",41248418.85,274989459,39,Headgear and parts thereof - Bangladesh- Ltd.,57651.73709,384344.9139,2438,1,0,1,2.50E+11,100,1
388,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof",A,Annual,A,Annual,USD,US$,2017,,,,2292.111763,"Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof - Hong Kong, China- Ltd.",663202.04,4421346.933,12,"Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof - Bangladesh- Ltd.",343.8167645,2292.111763,2438,1,0,1,2.50E+11,100,1
389,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,A,Annual,A,Annual,USD,US$,2017,,,,164433.0671,"Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair - Hong Kong, China- Ltd.",9805955.039,65373033.59,22,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair - Bangladesh- Ltd.,24664.96007,164433.0671,2438,1,0,1,2.50E+11,100,1
390,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,69,Ceramic products,A,Annual,A,Annual,USD,US$,2017,,,,16575.36971,"Ceramic products - Hong Kong, China- Ltd.",6592926.02,43952840.13,37,Ceramic products - Bangladesh- Ltd.,2486.305457,16575.36971,2438,1,0,1,2.50E+11,100,1
391,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,70,Glass and glassware,A,Annual,A,Annual,USD,US$,2017,,,,1517.467039,"Glass and glassware - Hong Kong, China- Ltd.",315319.9656,2102133.104,23,Glass and glassware - Bangladesh- Ltd.,227.6200559,1517.467039,2438,1,0,1,2.50E+11,100,1
392,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,71,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",A,Annual,A,Annual,USD,US$,2017,,,,3500729.092,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin - Hong Kong, China- Ltd.",738825.3844,4925502.562,21,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin - Bangladesh- Ltd.",525109.3638,3500729.092,2438,1,0,1,2.50E+11,100,1
393,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,73,Articles of iron or steel,A,Annual,A,Annual,USD,US$,2017,,,,47875.66163,"Articles of iron or steel - Hong Kong, China- Ltd.",434614.3811,2897429.207,27,Articles of iron or steel - Bangladesh- Ltd.,7181.349245,47875.66163,2438,1,0,1,2.50E+11,100,1
394,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,74,Copper and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,172349.1483,"Copper and articles thereof - Hong Kong, China- Ltd.",5270451.013,35136340.09,12,Copper and articles thereof - Bangladesh- Ltd.,25852.37225,172349.1483,2438,1,0,1,2.50E+11,100,1
395,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,79,Zinc and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,3379.976262,"Zinc and articles thereof - Hong Kong, China- Ltd.",15261.36876,101742.4584,19,Zinc and articles thereof - Bangladesh- Ltd.,506.9964393,3379.976262,2438,1,0,1,2.50E+11,100,1
396,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",A,Annual,A,Annual,USD,US$,2017,,,,51791.87117,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal - Hong Kong, China- Ltd.",384484.3441,2563228.96,26,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal - Bangladesh- Ltd.",7768.780676,51791.87117,2438,1,0,1,2.50E+11,100,1
397,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,83,Miscellaneous articles of base metal,A,Annual,A,Annual,USD,US$,2017,,,,69791.29375,"Miscellaneous articles of base metal - Hong Kong, China- Ltd.",160490.5807,1069937.204,19,Miscellaneous articles of base metal - Bangladesh- Ltd.,10468.69406,69791.29375,2438,1,0,1,2.50E+11,100,1
398,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",A,Annual,A,Annual,USD,US$,2017,,,,396181.4391,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof - Hong Kong, China- Ltd.",3533929.934,23559532.9,32,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof - Bangladesh- Ltd.",59427.21587,396181.4391,2438,1,0,1,2.50E+11,100,1
399,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",A,Annual,A,Annual,USD,US$,2017,,,,7830651.782,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Hong Kong, China- Ltd.",5539292.919,36928619.46,34,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Bangladesh- Ltd.",1174597.767,7830651.782,2438,1,0,1,2.50E+11,100,1
400,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",A,Annual,A,Annual,USD,US$,2017,,,,9472388.028,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof - Hong Kong, China- Ltd.",11424880.53,76165870.21,32,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof - Bangladesh- Ltd.",1420858.204,9472388.028,2438,1,0,1,2.50E+11,100,1
401,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,91,Clocks and watches and parts thereof,A,Annual,A,Annual,USD,US$,2017,,,,136.1434575,"Clocks and watches and parts thereof - Hong Kong, China- Ltd.",31708.19958,211387.9972,14,Clocks and watches and parts thereof - Bangladesh- Ltd.,20.42151862,136.1434575,2438,1,0,1,2.50E+11,100,1
402,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",50,Bangladesh,HS,Harmonized System,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates",A,Annual,A,Annual,USD,US$,2017,,,,1256.086998,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates - Hong Kong, China- Ltd.",8055196.718,53701311.45,33,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates - Bangladesh- Ltd.",188.4130497,1256.086998,2438,1,0,1,2.50E+11,100,1
